Age,Gender,Department,JobRole,TenureYears,MonthlyIncome_raw,MonthlyIncome_normalized,TotalAllowances,Attendance_LateCount,Attendance_AbsentCount,Attendance_HalfDayCount,Leave_TotalDaysApproved,Leave_RequestCount,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,Attrition_binary,DataSource,SampleWeight
44.0,Female,Sales,Sales Executive,2.04,166952.52,-0.26156721371439506,22008.14,1.0,1.0,2.0,8.6,3.0,,,,No,0.0,Local_Synthetic,0.5
35.0,Male,Operations,Operations Executive,7.61,60141.77,-1.1679776133386757,6520.34,2.0,2.0,0.0,2.9,1.0,,,,No,0.0,Local_Synthetic,0.5
35.0,Female,Sales,Account Manager,0.76,362907.22,1.4013307430479718,27706.13,2.0,0.0,0.0,5.6,3.0,,,,No,0.0,Local_Synthetic,0.5
36.0,Male,Marketing,Digital Marketer,13.6,51131.2,-1.2444425230461962,7309.71,4.0,0.0,1.0,4.5,2.0,,,,No,0.0,Local_Synthetic,0.5
49.0,Male,Marketing,Marketing Manager,7.62,286051.76,0.7491249658962538,17597.51,3.0,0.0,0.0,10.4,4.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Female,Marketing,Marketing Executive,0.28,134280.83,-0.5388235721736383,14285.63,1.0,0.0,1.0,1.0,1.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Male,Marketing,Marketing Manager,0.08,447020.68,2.115128885017586,54583.04,1.0,0.0,1.0,8.2,4.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Female,Sales,Sales Executive,0.59,131513.97,-0.5623035185114781,7349.64,0.0,0.0,0.0,2.3,1.0,,,,No,0.0,Local_Synthetic,0.5
22.0,Female,Sales,Sales Executive,3.41,109803.67,-0.7465400461921003,12054.86,1.0,0.0,0.0,12.2,5.0,,,,No,0.0,Local_Synthetic,0.5
25.0,Male,HR,HR Manager,15.0,228639.96,0.26192070432942377,30086.76,2.0,0.0,2.0,7.0,4.0,,,,Yes,1.0,Local_Synthetic,0.5
25.0,Male,HR,HR Manager,1.24,465886.81,2.275229403295602,26440.35,1.0,1.0,1.0,1.6,1.0,,,,Yes,1.0,Local_Synthetic,0.5
48.0,Female,Marketing,Digital Marketer,4.89,93964.38,-0.8809543928628696,9511.48,8.0,0.0,0.0,6.8,5.0,,,,No,0.0,Local_Synthetic,0.5
46.0,Female,Operations,Operations Executive,0.29,122323.84,-0.6402921985450805,9278.96,2.0,1.0,1.0,6.3,3.0,,,,No,0.0,Local_Synthetic,0.5
45.0,Female,Finance,Accountant,5.46,128880.57,-0.5846509053276046,14987.84,2.0,0.0,0.0,11.4,4.0,,,,Yes,1.0,Local_Synthetic,0.5
37.0,Male,Marketing,Digital Marketer,6.96,49992.53,-1.2541054299140926,3092.92,0.0,0.0,1.0,2.8,1.0,,,,Yes,1.0,Local_Synthetic,0.5
46.0,Male,Finance,Senior Accountant,7.76,327071.66,1.0972253579592997,47001.88,2.0,0.0,0.0,1.7,1.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Female,HR,HR Manager,7.88,138499.03,-0.5030273592672112,19316.86,1.0,1.0,0.0,7.6,5.0,,,,Yes,1.0,Local_Synthetic,0.5
52.0,Female,HR,HR Executive,5.76,182139.19,-0.13269108819648529,12494.28,2.0,0.0,3.0,7.7,3.0,,,,Yes,1.0,Local_Synthetic,0.5
39.0,Male,Finance,Accountant,0.3,146446.47,-0.43558431382103663,12056.44,0.0,1.0,2.0,9.8,4.0,,,,No,0.0,Local_Synthetic,0.5
53.0,Female,Engineering,DevOps Engineer,2.88,163712.55,-0.28906203518574214,17805.95,2.0,0.0,0.0,10.1,5.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Female,Operations,Operations Executive,1.53,95258.57,-0.8699717223443145,11603.09,2.0,0.0,1.0,5.3,3.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Male,Finance,Accountant,1.64,135058.86,-0.5322211048824744,12731.4,1.0,0.0,1.0,2.5,2.0,,,,No,0.0,Local_Synthetic,0.5
45.0,Male,Operations,Project Manager,7.82,574847.44,3.1998839739414713,37726.74,0.0,1.0,0.0,12.9,5.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Female,Finance,Senior Accountant,7.54,450945.04,2.1484315321375576,27243.91,4.0,1.0,2.0,2.2,1.0,,,,Yes,1.0,Local_Synthetic,0.5
37.0,Female,Operations,Project Manager,4.09,211940.33,0.12020539662979968,31786.08,0.0,0.0,1.0,5.3,3.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Male,Marketing,Marketing Manager,0.88,306242.29,0.9204645208186375,29256.92,3.0,1.0,1.0,14.2,5.0,,,,No,0.0,Local_Synthetic,0.5
34.0,Male,Finance,Finance Controller,3.86,280224.02,0.6996699799298937,38461.64,4.0,1.0,0.0,4.6,2.0,,,,No,0.0,Local_Synthetic,0.5
30.0,Female,HR,HR Executive,1.01,154520.53,-0.36706675401371,15179.73,3.0,3.0,0.0,5.7,2.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Male,Engineering,DevOps Engineer,5.2,64872.42,-1.1278326807641676,9227.18,1.0,0.0,1.0,5.8,3.0,,,,No,0.0,Local_Synthetic,0.5
45.0,Female,Operations,Project Manager,0.68,270172.72,0.6143732953757306,15879.65,2.0,0.0,0.0,1.9,1.0,,,,Yes,1.0,Local_Synthetic,0.5
43.0,Female,Marketing,Marketing Executive,4.14,80023.8,-0.9992560309357625,4913.61,1.0,1.0,1.0,2.9,1.0,,,,No,0.0,Local_Synthetic,0.5
42.0,Female,Operations,Senior Project Manager,1.66,295550.28,0.8297306849745228,42252.82,1.0,1.0,0.0,5.8,2.0,,,,Yes,1.0,Local_Synthetic,0.5
34.0,Male,Marketing,Marketing Executive,0.33,163882.49,-0.287619901474368,23721.88,9.0,3.0,0.0,14.6,5.0,,,,No,0.0,Local_Synthetic,0.5
54.0,Male,Marketing,Digital Marketer,4.83,74723.96,-1.0442311864547036,6087.89,0.0,2.0,1.0,5.3,2.0,,,,No,0.0,Local_Synthetic,0.5
24.0,Male,Operations,Senior Project Manager,0.44,146755.69,-0.43296023128466443,12550.03,3.0,2.0,1.0,7.7,4.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Female,Finance,Accountant,14.96,197873.63,0.0008334872630472585,18846.48,2.0,1.0,0.0,4.3,3.0,,,,Yes,1.0,Local_Synthetic,0.5
26.0,Male,Engineering,Senior Software Engineer,2.31,323953.38,1.070763214205601,29679.37,0.0,1.0,1.0,7.1,4.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Male,Engineering,Senior Software Engineer,1.24,209428.75,0.09889179072881743,14451.53,0.0,1.0,1.0,5.8,2.0,,,,No,0.0,Local_Synthetic,0.5
54.0,Male,Sales,Senior Account Manager,0.7,250272.27,0.4454953983737622,34997.46,1.0,1.0,2.0,8.6,5.0,,,,No,0.0,Local_Synthetic,0.5
34.0,Male,HR,HR Executive,2.55,82798.35,-0.9757108262229639,6237.26,2.0,1.0,0.0,5.0,2.0,,,,Yes,1.0,Local_Synthetic,0.5
52.0,Male,Operations,Project Manager,4.87,185791.59,-0.10169633023824871,22392.95,2.0,1.0,0.0,11.4,4.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Female,HR,HR Executive,6.22,115978.92,-0.6941360435961085,6577.81,3.0,2.0,0.0,14.7,5.0,,,,Yes,1.0,Local_Synthetic,0.5
45.0,Female,Engineering,Software Engineer,3.08,115648.21,-0.6969424931647121,6230.56,0.0,0.0,2.0,8.7,3.0,,,,No,0.0,Local_Synthetic,0.5
37.0,Male,Sales,Senior Account Manager,11.86,216802.81,0.16146905632664743,25013.2,1.0,1.0,3.0,8.4,4.0,,,,Yes,1.0,Local_Synthetic,0.5
31.0,Male,Marketing,Marketing Manager,5.43,361721.68,1.3912700910520768,30349.02,3.0,1.0,0.0,2.0,1.0,,,,No,0.0,Local_Synthetic,0.5
47.0,Male,Marketing,Digital Marketer,0.62,68069.67,-1.1007003869622918,7865.17,1.0,1.0,0.0,8.9,3.0,,,,Yes,1.0,Local_Synthetic,0.5
54.0,Female,HR,HR Executive,11.33,152692.19,-0.38258229332084015,9070.24,0.0,0.0,0.0,2.9,2.0,,,,No,0.0,Local_Synthetic,0.5
30.0,Male,Operations,Operations Executive,1.41,133240.26,-0.5476539892387466,19317.86,3.0,0.0,0.0,6.9,5.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Female,Operations,Project Manager,11.9,397030.16,1.6909026043236894,49569.79,2.0,0.0,0.0,14.6,5.0,,,,No,0.0,Local_Synthetic,0.5
30.0,Male,Marketing,Digital Marketer,1.09,68141.28,-1.10009269486466,9378.06,0.0,0.0,0.0,9.5,4.0,,,,No,0.0,Local_Synthetic,0.5
46.0,Male,Marketing,Digital Marketer,1.84,49912.33,-1.2547860179078092,3176.77,0.0,0.0,0.0,10.4,5.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Female,Finance,Accountant,4.01,86311.28,-0.9458996294552967,7078.91,1.0,0.0,0.0,6.3,5.0,,,,No,0.0,Local_Synthetic,0.5
37.0,Female,HR,HR Manager,0.26,226340.07,0.24240352825873923,19654.11,2.0,1.0,0.0,8.1,4.0,,,,No,0.0,Local_Synthetic,0.5
47.0,Female,Finance,Accountant,9.22,90420.54,-0.9110278960505591,9378.17,1.0,1.0,0.0,8.7,3.0,,,,No,0.0,Local_Synthetic,0.5
31.0,Female,Sales,Senior Account Manager,1.57,329927.99,1.1214645587584593,26290.92,4.0,1.0,1.0,4.4,2.0,,,,No,0.0,Local_Synthetic,0.5
24.0,Female,HR,HR Manager,0.91,232405.19,0.2938729528528855,13029.35,3.0,0.0,1.0,9.0,5.0,,,,No,0.0,Local_Synthetic,0.5
25.0,Female,Finance,Senior Accountant,0.21,723884.77,4.464634814509821,62896.78,0.0,0.0,0.0,2.1,1.0,,,,No,0.0,Local_Synthetic,0.5
37.0,Male,Finance,Accountant,0.09,76206.16,-1.0316530377728237,5750.13,1.0,0.0,0.0,2.8,1.0,,,,No,0.0,Local_Synthetic,0.5
52.0,Male,Finance,Finance Controller,0.1,303761.51,0.8994122878628732,26910.88,2.0,2.0,0.0,14.1,5.0,,,,Yes,1.0,Local_Synthetic,0.5
26.0,Male,HR,HR Executive,1.33,94335.62,-0.877804000259536,6574.81,2.0,0.0,0.0,1.8,1.0,,,,Yes,1.0,Local_Synthetic,0.5
37.0,Male,HR,HR Manager,1.28,229850.49,0.2721934248285981,17512.23,0.0,0.0,1.0,2.2,1.0,,,,Yes,1.0,Local_Synthetic,0.5
45.0,Male,Engineering,Software Engineer,3.57,83467.09,-0.9700358085805943,9406.34,0.0,1.0,0.0,4.7,3.0,,,,Yes,1.0,Local_Synthetic,0.5
28.0,Male,Finance,Senior Accountant,8.02,110458.63,-0.7409819674843118,9810.43,0.0,0.0,1.0,5.7,3.0,,,,Yes,1.0,Local_Synthetic,0.5
46.0,Male,Finance,Accountant,4.1,152098.99,-0.3876162683566594,12858.2,7.0,1.0,0.0,1.4,1.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Female,Marketing,Marketing Executive,3.82,272505.84,0.6341724656986751,28174.53,0.0,0.0,0.0,4.1,2.0,,,,No,0.0,Local_Synthetic,0.5
49.0,Male,Finance,Finance Controller,1.94,233554.23,0.3036238609364285,29704.84,1.0,1.0,1.0,4.3,2.0,,,,No,0.0,Local_Synthetic,0.5
41.0,Female,HR,HR Manager,3.39,310664.25,0.9579898685081032,27303.29,0.0,0.0,2.0,3.4,2.0,,,,No,0.0,Local_Synthetic,0.5
40.0,Male,Engineering,Software Engineer,2.8,108799.11,-0.7550648775508031,11832.12,4.0,2.0,1.0,1.5,1.0,,,,No,0.0,Local_Synthetic,0.5
28.0,Female,Sales,Senior Account Manager,0.19,262226.39,0.5469396695389457,38447.7,1.0,0.0,0.0,5.2,4.0,,,,No,0.0,Local_Synthetic,0.5
37.0,Female,HR,HR Executive,0.94,114240.55,-0.7088880853746266,11675.16,2.0,1.0,0.0,3.8,3.0,,,,No,0.0,Local_Synthetic,0.5
51.0,Male,HR,HR Executive,0.91,63126.12,-1.142652017589945,8899.51,3.0,0.0,1.0,12.1,5.0,,,,No,0.0,Local_Synthetic,0.5
22.0,Male,HR,HR Executive,0.27,175210.69,-0.1914872716686248,22666.53,0.0,0.0,0.0,1.4,1.0,,,,No,0.0,Local_Synthetic,0.5
47.0,Female,HR,HR Executive,1.6,134563.13,-0.536427936380294,7518.29,2.0,0.0,1.0,4.9,4.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Female,Operations,Operations Executive,0.21,98219.33,-0.844846314510444,9125.55,1.0,3.0,2.0,15.0,5.0,,,,No,0.0,Local_Synthetic,0.5
46.0,Male,Engineering,Senior Software Engineer,5.27,294543.97,0.8211910028802959,35295.75,0.0,1.0,2.0,4.6,3.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Female,Sales,Sales Executive,5.39,114131.84,-0.7098106130653614,16968.12,1.0,1.0,4.0,11.2,4.0,,,,No,0.0,Local_Synthetic,0.5
36.0,Female,Engineering,Software Engineer,0.38,68271.94,-1.0989838965197847,6543.02,0.0,5.0,1.0,6.7,3.0,,,,Yes,1.0,Local_Synthetic,0.5
32.0,Male,Sales,Account Manager,0.3,356846.62,1.3498996757821498,21153.35,2.0,0.0,1.0,7.3,3.0,,,,Yes,1.0,Local_Synthetic,0.5
43.0,Male,Operations,Senior Project Manager,10.95,163929.53,-0.2872207137034898,17409.47,3.0,2.0,1.0,10.6,5.0,,,,Yes,1.0,Local_Synthetic,0.5
26.0,Male,Engineering,DevOps Engineer,1.1,109532.49,-0.7488413161688593,6862.91,2.0,0.0,1.0,4.1,3.0,,,,No,0.0,Local_Synthetic,0.5
41.0,Female,HR,HR Executive,2.47,85837.18,-0.949922905862043,10742.69,2.0,0.0,0.0,8.1,3.0,,,,No,0.0,Local_Synthetic,0.5
25.0,Female,Engineering,Senior Software Engineer,2.15,214800.36,0.1444759961269236,21644.94,3.0,1.0,2.0,13.3,5.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Female,Marketing,Marketing Manager,4.46,604237.95,3.44929579732312,73924.37,3.0,0.0,0.0,5.1,3.0,,,,Yes,1.0,Local_Synthetic,0.5
43.0,Female,Operations,Senior Project Manager,3.63,439541.22,2.051657180834497,60189.1,0.0,0.0,1.0,2.5,1.0,,,,No,0.0,Local_Synthetic,0.5
24.0,Male,Sales,Senior Account Manager,8.01,291147.85,0.7923710714935018,32869.08,2.0,0.0,1.0,8.3,4.0,,,,No,0.0,Local_Synthetic,0.5
47.0,Male,Sales,Senior Account Manager,0.66,192207.88,-0.04724682976188953,21381.96,1.0,1.0,0.0,11.3,4.0,,,,No,0.0,Local_Synthetic,0.5
36.0,Male,Engineering,DevOps Engineer,3.61,68254.61,-1.0991309612321427,8563.02,2.0,0.0,0.0,5.2,2.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Male,HR,HR Manager,1.5,288328.29,0.7684439058630327,38706.78,4.0,2.0,3.0,4.3,4.0,,,,No,0.0,Local_Synthetic,0.5
23.0,Female,Operations,Project Manager,2.5,284234.3,0.7337017557334081,38913.2,1.0,1.0,1.0,2.8,1.0,,,,No,0.0,Local_Synthetic,0.5
28.0,Female,Finance,Senior Accountant,14.51,270005.2,0.6129516981100526,14483.89,1.0,0.0,2.0,5.9,2.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Male,Marketing,Marketing Executive,1.89,138497.33,-0.5030417856960059,14627.95,2.0,0.0,1.0,12.4,5.0,,,,No,0.0,Local_Synthetic,0.5
28.0,Female,HR,HR Executive,4.13,129880.02,-0.576169438116631,9302.91,1.0,2.0,0.0,5.0,4.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Female,Sales,Senior Account Manager,2.24,157275.35,-0.34368898073627335,21394.89,1.0,0.0,2.0,10.5,4.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Male,HR,HR Manager,0.69,227735.6,0.2542461836561376,26153.1,5.0,3.0,1.0,9.2,4.0,,,,Yes,1.0,Local_Synthetic,0.5
26.0,Female,Sales,Senior Account Manager,0.08,403686.76,1.747391407802169,37148.16,3.0,3.0,1.0,1.7,1.0,,,,No,0.0,Local_Synthetic,0.5
45.0,Female,Marketing,Marketing Executive,5.46,86723.55,-0.9424010507499406,5967.48,4.0,4.0,0.0,13.8,5.0,,,,Yes,1.0,Local_Synthetic,0.5
25.0,Female,Sales,Account Manager,0.33,259554.68,0.5242671789068679,21777.25,1.0,1.0,2.0,4.3,2.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Female,HR,HR Executive,0.69,105080.69,-0.7866198901143411,12649.38,2.0,0.0,0.0,10.8,4.0,,,,No,0.0,Local_Synthetic,0.5
41.0,Male,Finance,Finance Controller,3.2,292753.15,0.8059938633427951,20620.35,0.0,1.0,0.0,11.7,5.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Female,Engineering,Senior Software Engineer,1.31,239687.58,0.3556722944933089,14227.45,0.0,3.0,3.0,3.2,2.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Male,HR,HR Executive,2.14,234799.09,0.31418791043590555,32590.79,1.0,0.0,1.0,11.8,4.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Female,HR,HR Manager,2.19,342894.52,1.231500277438838,43349.08,2.0,0.0,1.0,2.1,1.0,,,,No,0.0,Local_Synthetic,0.5
53.0,Male,Sales,Senior Account Manager,0.08,165681.68,-0.2723517329903904,11594.32,0.0,1.0,0.0,8.1,4.0,,,,No,0.0,Local_Synthetic,0.5
55.0,Male,Engineering,DevOps Engineer,7.72,97846.02,-0.8480142734123686,7752.45,1.0,1.0,0.0,5.4,3.0,,,,No,0.0,Local_Synthetic,0.5
41.0,Female,Engineering,Software Engineer,14.2,63410.6,-1.1402378820232055,9334.49,1.0,0.0,2.0,1.3,1.0,,,,Yes,1.0,Local_Synthetic,0.5
37.0,Male,Engineering,Senior Software Engineer,2.4,222291.83,0.20804961878637793,26856.95,5.0,2.0,0.0,9.5,4.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Male,HR,HR Executive,1.45,156253.4,-0.35236138597540934,17352.28,2.0,1.0,1.0,9.3,5.0,,,,No,0.0,Local_Synthetic,0.5
42.0,Female,Engineering,Senior Software Engineer,7.95,230002.61,0.2734843356216675,18575.67,0.0,1.0,0.0,2.9,1.0,,,,Yes,1.0,Local_Synthetic,0.5
42.0,Male,Marketing,Digital Marketer,1.88,104572.79,-0.7909299978700602,8356.67,1.0,0.0,4.0,14.7,5.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Female,Sales,Sales Executive,3.41,106757.93,-0.7723866057430038,5759.84,0.0,0.0,0.0,12.7,5.0,,,,Yes,1.0,Local_Synthetic,0.5
22.0,Male,Finance,Accountant,7.24,112731.75,-0.7216919652364674,13848.89,2.0,0.0,0.0,4.5,3.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Male,Operations,Project Manager,1.51,215344.97,0.14909762988325798,11697.01,1.0,0.0,2.0,12.2,5.0,,,,No,0.0,Local_Synthetic,0.5
54.0,Female,HR,HR Executive,6.74,114854.82,-0.7036753074831015,5798.53,0.0,1.0,0.0,2.1,2.0,,,,Yes,1.0,Local_Synthetic,0.5
36.0,Male,Marketing,Marketing Executive,4.0,205687.8,0.06714558555307938,25289.21,1.0,0.0,0.0,10.6,4.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Male,Engineering,Software Engineer,3.59,96608.38,-0.8585170530201421,13997.34,2.0,1.0,0.0,7.9,4.0,,,,No,0.0,Local_Synthetic,0.5
37.0,Female,Sales,Sales Executive,6.18,254709.28,0.483148462388732,32004.3,2.0,0.0,1.0,8.6,3.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Female,Sales,Account Manager,0.08,693566.61,4.2073508283804015,67389.72,0.0,2.0,0.0,8.8,5.0,,,,No,0.0,Local_Synthetic,0.5
24.0,Male,Engineering,DevOps Engineer,1.31,58721.83,-1.1800274152812937,5790.24,2.0,1.0,2.0,7.6,5.0,,,,Yes,1.0,Local_Synthetic,0.5
24.0,Female,Sales,Senior Account Manager,0.79,287999.07,0.7656501006349609,26960.64,7.0,2.0,0.0,12.0,4.0,,,,Yes,1.0,Local_Synthetic,0.5
31.0,Female,Sales,Sales Executive,1.15,92755.99,-0.8912089530340319,7649.06,1.0,0.0,0.0,6.2,3.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Female,Operations,Operations Executive,1.48,106642.31,-0.7733677726237209,10895.8,0.0,1.0,0.0,13.6,5.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Male,Sales,Account Manager,0.9,217621.34,0.16841521206850357,20263.83,2.0,0.0,0.0,8.5,3.0,,,,No,0.0,Local_Synthetic,0.5
38.0,Female,Marketing,Digital Marketer,2.09,58257.93,-1.183964133115273,6397.7,1.0,1.0,0.0,8.1,4.0,,,,No,0.0,Local_Synthetic,0.5
36.0,Female,Operations,Senior Project Manager,1.24,183834.28,-0.11830632632280573,25702.24,1.0,2.0,0.0,1.9,1.0,,,,No,0.0,Local_Synthetic,0.5
53.0,Female,Marketing,Marketing Manager,1.96,264297.63,0.5645164909367711,39512.74,3.0,1.0,0.0,4.2,2.0,,,,No,0.0,Local_Synthetic,0.5
27.0,Male,Engineering,Senior Software Engineer,2.28,172104.57,-0.2178462240257702,9960.44,2.0,3.0,0.0,13.5,5.0,,,,No,0.0,Local_Synthetic,0.5
41.0,Female,Marketing,Marketing Executive,0.95,187989.64,-0.08304338211369978,16631.13,1.0,2.0,1.0,8.8,3.0,,,,No,0.0,Local_Synthetic,0.5
40.0,Female,Finance,Accountant,3.4,101537.55,-0.8166874530078211,6911.72,3.0,3.0,0.0,5.0,3.0,,,,Yes,1.0,Local_Synthetic,0.5
38.0,Male,Marketing,Marketing Executive,4.12,374275.28,1.4978016301782733,31892.76,2.0,1.0,1.0,12.4,5.0,,,,No,0.0,Local_Synthetic,0.5
49.0,Female,HR,HR Executive,5.45,119540.82,-0.6639092808178139,9413.52,1.0,0.0,1.0,3.1,2.0,,,,No,0.0,Local_Synthetic,0.5
31.0,Female,Marketing,Marketing Manager,0.8,288183.28,0.767213331486863,19439.03,5.0,3.0,1.0,4.4,2.0,,,,No,0.0,Local_Synthetic,0.5
54.0,Male,Finance,Accountant,3.47,88967.67,-0.9233571464050612,11246.19,0.0,0.0,2.0,2.6,1.0,,,,No,0.0,Local_Synthetic,0.5
33.0,Female,Engineering,DevOps Engineer,4.8,133466.99,-0.5457299279442908,13297.17,1.0,0.0,0.0,5.5,2.0,,,,No,0.0,Local_Synthetic,0.5
40.0,Male,HR,HR Manager,0.17,438162.51,2.0399572622208186,62186.02,0.0,0.0,0.0,5.7,3.0,,,,No,0.0,Local_Synthetic,0.5
39.0,Female,Engineering,QA Engineer,2.0,87452.99,-0.9362109247382617,4657.68,3.0,1.0,1.0,7.0,4.0,,,,No,0.0,Local_Synthetic,0.5
50.0,Female,Marketing,Digital Marketer,3.33,53409.35,-1.2251098355413892,3028.19,2.0,0.0,0.0,3.0,2.0,,,,No,0.0,Local_Synthetic,0.5
36.0,Female,Sales,Senior Account Manager,1.04,304617.34,0.9066749764247498,27515.28,4.0,3.0,2.0,3.8,3.0,,,,Yes,1.0,Local_Synthetic,0.5
31.0,Male,Sales,Sales Executive,6.43,94551.21,-0.8759744745043567,5486.59,0.0,0.0,0.0,3.5,2.0,,,,No,0.0,Local_Synthetic,0.5
22.0,Female,Finance,Accountant,4.53,233566.48,0.3037278160850947,17814.81,0.0,2.0,0.0,13.7,5.0,,,,No,0.0,Local_Synthetic,0.5
34.0,Male,HR,HR Executive,0.66,185835.26,-0.10132574074092186,27615.67,1.0,0.0,1.0,5.5,3.0,,,,No,0.0,Local_Synthetic,0.5
50.0,Female,Engineering,Senior Software Engineer,2.09,290895.83,0.7902323958553917,20623.34,0.0,0.0,1.0,1.6,1.0,,,,No,0.0,Local_Synthetic,0.5
22.0,Female,Operations,Project Manager,11.74,105661.37,-0.7816921614835262,7376.41,0.0,0.0,0.0,9.9,4.0,,,,No,0.0,Local_Synthetic,0.5
52.0,Male,Marketing,Marketing Manager,2.79,188938.81,-0.07498859774965998,20285.24,0.0,2.0,0.0,2.9,2.0,,,,No,0.0,Local_Synthetic,0.5
40.0,Male,Operations,Project Manager,4.98,368667.1,1.4502098599213942,36792.91,1.0,1.0,0.0,7.6,5.0,,,,No,0.0,Local_Synthetic,0.5
26.0,Male,Finance,Accountant,8.66,214037.6,0.1380031121108728,23125.44,1.0,0.0,1.0,5.7,2.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Female,HR,HR Executive,2.08,206407.39,0.07325212313909633,18096.46,0.0,1.0,0.0,5.8,5.0,,,,No,0.0,Local_Synthetic,0.5
40.0,Male,Finance,Finance Controller,0.34,148114.32,-0.4214307142534523,19651.25,0.0,0.0,1.0,7.3,4.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Male,Finance,Accountant,0.87,155583.99,-0.358042089327951,9935.29,1.0,2.0,1.0,2.2,1.0,,,,No,0.0,Local_Synthetic,0.5
25.0,Male,Engineering,QA Engineer,2.32,108492.52,-0.7576666415532167,10072.37,1.0,1.0,1.0,5.8,4.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Male,Engineering,QA Engineer,2.05,48643.88,-1.2655502553221463,5787.46,1.0,1.0,4.0,6.2,4.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Male,Sales,Senior Account Manager,2.84,279116.09,0.6902679368391399,38189.68,2.0,1.0,1.0,4.3,3.0,,,,No,0.0,Local_Synthetic,0.5
26.0,Male,HR,HR Manager,4.62,312413.17,0.9728314390064929,27166.56,0.0,2.0,1.0,1.7,1.0,,,,No,0.0,Local_Synthetic,0.5
31.0,Male,Engineering,Senior Software Engineer,5.32,248261.78,0.4284341096519752,26508.04,1.0,1.0,0.0,8.4,3.0,,,,No,0.0,Local_Synthetic,0.5
30.0,Female,Engineering,Senior Software Engineer,3.73,133476.42,-0.5456499036951541,7596.68,3.0,1.0,1.0,7.5,4.0,,,,No,0.0,Local_Synthetic,0.5
44.0,Male,Marketing,Digital Marketer,10.01,72552.99,-1.0626543300546907,4863.37,1.0,0.0,1.0,1.8,1.0,,,,No,0.0,Local_Synthetic,0.5
46.0,Female,HR,HR Executive,12.65,124846.57,-0.6188839722434754,7105.49,3.0,1.0,2.0,3.5,2.0,,,,No,0.0,Local_Synthetic,0.5
46.0,Female,Finance,Accountant,4.57,132929.26,-0.5502931770946801,16322.13,2.0,0.0,0.0,11.7,4.0,,,,No,0.0,Local_Synthetic,0.5
53.0,Female,Finance,Senior Accountant,6.81,223497.68,0.21828262417569447,17612.96,3.0,0.0,0.0,3.7,3.0,,,,No,0.0,Local_Synthetic,0.5
48.0,Male,Operations,Operations Executive,1.8,119891.62,-0.6609323448053975,14671.68,0.0,0.0,0.0,13.7,5.0,,,,No,0.0,Local_Synthetic,0.5
32.0,Male,Operations,Project Manager,0.5,275588.03,0.6603283448552016,15609.26,2.0,0.0,0.0,3.3,2.0,,,,No,0.0,Local_Synthetic,0.5
25.0,Female,Sales,Senior Account Manager,2.95,334210.64,1.1578077030388894,45537.8,0.0,1.0,1.0,11.7,4.0,,,,No,0.0,Local_Synthetic,0.5
42.0,Female,Marketing,Marketing Manager,9.07,247898.38,0.425350248343788,33107.58,7.0,2.0,0.0,4.9,3.0,,,,Yes,1.0,Local_Synthetic,0.5
53.0,Female,HR,HR Executive,0.56,121299.82,-0.6489821700828072,7143.69,1.0,0.0,0.0,2.3,2.0,,,,No,0.0,Local_Synthetic,0.5
55.0,Male,Marketing,Marketing Manager,1.53,290537.08,0.7871879950730246,15217.07,0.0,1.0,1.0,10.2,5.0,,,,No,0.0,Local_Synthetic,0.5
